Dataset,Restart_1,Restart_2,Restart_3,Restart_4,Restart_5,Restart_6,Restart_7,Restart_8,Restart_9,Restart_10,Restart_11,Restart_12,Restart_13,Restart_14,Restart_15,Restart_16,Restart_17,Restart_18,Restart_19,Restart_20,Restart_21,Restart_22,Restart_23,Restart_24,Restart_25,Restart_26,Restart_27,Restart_28,Restart_29,Restart_30,Restart_31,Restart_32,Restart_33,Restart_34,Restart_35,Restart_36,Restart_37,Restart_38,Restart_39,Restart_40,Restart_41,Restart_42,Restart_43,Restart_44,Restart_45,Restart_46,Restart_47,Restart_48,Restart_49,Restart_50,Restart_51,Restart_52,Restart_53,Restart_54,Restart_55,Restart_56,Restart_57,Restart_58,Restart_59,Restart_60,Restart_61,Restart_62,Restart_63,Restart_64,Restart_65,Restart_66,Restart_67,Restart_68,Restart_69,Restart_70,Restart_71,Restart_72,Restart_73,Restart_74,Restart_75,Restart_76,Restart_77,Restart_78,Restart_79,Restart_80,Restart_81,Restart_82,Restart_83,Restart_84,Restart_85,Restart_86,Restart_87,Restart_88,Restart_89,Restart_90,Restart_91,Restart_92,Restart_93,Restart_94,Restart_95,Restart_96,Restart_97,Restart_98,Restart_99,Restart_100,Streak
credit-approval.csv,0.8169781726498588,0.7145254957563315,0.7495074143157323,0.7718801446714466,0.7181212313258485,0.7916525378536026,0.6370587141562404,0.6344005903712938,0.7072888608592274,0.7154450301022744,0.6942762464261769,0.7094907696195438,0.7138999009445699,0.6954926179591704,0.7475464899032931,0.7179305443579576,0.695851217202087,0.7471284052760958,0.7344696981035693,0.8095280590072443,0.791372850826065,0.7547831148480321,0.7555887036045564,0.7415628592316515,0.7491805477990979,0.7158594082400794,0.6994155371558703,0.6732202401919561,0.7330333625956319,0.714656030278295,0.7406323017511716,0.7402517120830141,0.701446807699365,0.7257655010536964,0.7179741291528958,0.7090291219541932,0.61041320477104,0.7190449117827424,0.7594615902679256,0.7016996389050999,0.6769282711130132,0.6704211211837318,0.6758579020564031,0.7290203894213809,0.7404360213195538,0.7341035130792615,0.7137861216215017,0.7044814552141927,0.6720283337529401,0.6490797711023313,0.685805998756634,0.8053200580612385,0.6987898164130553,0.7395497630483617,0.7204325195176651,0.7635020719468193,0.7499831228122086,0.659349656342162,0.7591700675669327,0.772996523247683,0.7888112821972654,0.6987708052596471,0.6612189865961999,0.7378299046800026,0.6471990781537581,0.7568895130498455,0.6752717791641227,0.7338714436437154,0.7720617654257959,0.733006818089748,0.7582633694878016,0.7466654145750483,0.7023599972503197,0.6681208813524774,0.7676633775988027,0.7689863166342463,0.7922344445150988,0.7193890095231164,0.7347024903863169,0.6887656332463159,0.7264585020423905,0.7079016625104108,0.7371504284518707,0.7473741349976765,0.7699373990684942,0.730598583098561,0.7697156828674878,0.7514207038028955,0.6958142233100267,0.7496868662847016,0.7605708574254844,0.7409285584831287,0.7981992353805919,0.742845465880997,0.6874988877355015,0.6604915323504754,0.777448244291612,0.7098143642676483,0.7220407037012836,0.6764715866900665,0
flare.csv,0.8105308443086378,0.8974430374789295,0.8903666976101017,0.8137054360058891,0.8795120404795623,0.9443286135265818,0.8445351825861748,0.8867309971438505,0.9298008309646968,0.8938840843348143,0.8727082723062833,0.8620735545000262,0.9045030849968713,0.8832666288822918,0.8692358766089059,0.8105862199062239,0.7968851757192971,0.8240370521076426,0.9082026499583353,0.8241287783997175,0.8688455537079862,0.858618070756372,0.8380177053051566,0.7378347965545455,0.8973949420199013,0.9407162025615029,0.9334557917678682,0.8939357050455861,0.8727141026310766,0.8621232037743249,0.936968740117519,0.9009232279647585,0.8691821387659487,0.8796719971929753,0.7864589897217994,0.9041110826945801,0.7898964145674979,0.8761334427464229,0.9009645885916614,0.9407011080947023,0.9008896918470694,0.841198642784825,0.770187340785383,0.8445972100604567,0.87261132452808,0.9297271204225381,0.8655939093086666,0.8036760198843527,0.8071507918919697,0.8903818556360484,0.9407197959157444,0.9153880985572325,0.9407525268482225,0.8586235678382045,0.9261658701710775,0.8379339473465013,0.8310292692839583,0.8342319630421693,0.8515024847232645,0.9189605586637967,0.933444431461775,0.9480006428992582,0.8726987250479896,0.7936382487735248,0.8759577072946447,0.8866104852289703,0.9369350112447835,0.8902252797504323,0.8902166246775095,0.8070851740726501,0.8275340013626001,0.7117579702246537,0.7246043181487306,0.8973520030386561,0.8586903324007993,0.8139138480694541,0.8343438071830813,0.915355862733215,0.9225680273325443,0.8939156440464067,0.9590646710145765,0.9189693709298378,0.8376549153295639,0.8411324946424513,0.9443599930687253,0.8514602018593718,0.7902216278628955,0.9081880693494427,0.8832468929558801,0.9775618880523047,0.918945571155155,0.883078341742002,0.8584586683788578,0.7967748341199076,0.9185936489520579,0.6957049068177782,0.8620193398855606,0.8796306497122833,0.8761072371753372,0.8446717240155251,0
heart_h.csv,0.794046493693234,0.866552304753338,0.8821949036120956,0.8276549507662864,0.7168390452209693,0.7178369428799247,0.7267073105270028,0.7941455096021424,0.7975939971698294,0.8228636074888408,0.8495918007790071,0.8133399354296338,0.7761357009830556,0.7819007404737303,0.7595638572310269,0.7187178435866625,0.736852831212927,0.8260401069368957,0.7258385639799408,0.7958639610152521,0.8566633068721932,0.8132523551747424,0.872683670095678,0.7779676208869184,0.7480612188022993,0.7737488387293012,0.8154424200869429,0.7664398977617243,0.8479322333057042,0.737196052224602,0.8154424200869429,0.832556533095442,0.8651018830008349,0.8193902400294004,0.8275456802802955,0.7942245762986125,0.7857696544808594,0.7505076896216908,0.7959592265025065,0.8118263121895599,0.8407696204005934,0.8065903658779441,0.794046493693234,0.8376086953058497,0.822846036519583,0.7819007404737303,0.8302409465368173,0.8420256478925362,0.80832715027585,0.8376413906583422,0.8526359124964359,0.7640300021308526,0.839139806969094,0.8244913043709382,0.8100534911295016,0.7073337879836643,0.7934363841167459,0.8479482266377046,0.8343214426050796,0.787993587885993,0.8540459856115891,0.8566499120751706,0.8405886273072649,0.830385867669933,0.80096356395704,0.8856722413645494,0.7186079440219925,0.7799569651804733,0.8405810666103428,0.8065417133759964,0.7921776589945518,0.794046493693234,0.759539278980298,0.8554149764955189,0.9038450095827498,0.8877230695356794,0.8566499120751706,0.7921364465649648,0.8193331615354766,0.7688808484979339,0.7880605675642145,0.773690181091316,0.837682221954303,0.7619117171892142,0.8511370251649527,0.7901068067180474,0.80832715027585,0.7268798870151485,0.7858394317632433,0.8046041774605263,0.824575683381185,0.855456674549547,0.8065417133759964,0.7737488387293012,0.8479311941930642,0.8174379782093938,0.7294590689846848,0.7432076340546362,0.8511527085513771,0.7493505938533014,0
analcatdata_gviolence.csv,0.8889552525161395,0.7352121056611237,0.8365222565386068,0.7892247904733664,0.6914024564410168,0.6886321614082992,0.7890248746892338,0.8390459582927786,0.8379223312513223,0.7352121056611237,0.7815739797274036,0.7843050463059088,0.8390459582927786,0.6907415078010029,0.8365222565386068,0.7861189417146683,0.7353862484165259,0.7324149120225131,0.888916306806498,0.6817220847456452,0.7326136229620951,0.7326136229620951,0.7843050463059088,0.7353862484165259,0.6362394021407496,0.6817220847456452,0.7326136229620951,0.8365222565386068,0.6852628692850778,0.6817220847456452,0.7326136229620951,0.7296659455592421,0.6827117753961179,0.9448373472083232,0.7877637798634334,0.8349179759157282,0.8876666181455218,0.7292178644812192,0.6862403438461985,0.8380163376527062,0.7324149120225131,0.7324149120225131,0.8347952935095515,0.8347952935095515,0.7861189417146683,0.7374798323084798,0.8365222565386068,0.6776932598019144,0.5893917093361526,0.8379223312513223,0.8365222565386068,0.8900040271675438,0.8908201624964631,0.7861189417146683,0.7815739797274036,0.8301093825163383,0.8328214641579701,0.8876666181455218,0.8860433718673529,0.8876666181455218,0.6362394021407496,0.7324149120225131,0.7255942153177467,0.5904811787570123,0.7877637798634334,0.5928359258925114,0.7324149120225131,0.8365222565386068,0.8379223312513223,0.7861189417146683,0.7788090998640589,0.6262725498022895,0.6886321614082992,0.6433317481648789,0.8365222565386068,0.7840796576702712,0.781487645332039,0.8347952935095515,0.8380163376527062,0.7376320961980453,0.7861189417146683,0.688344743641374,0.784003929901524,0.784003929901524,0.7788090998640589,0.6718542304888682,0.7815739797274036,0.6817220847456452,0.7357302502784228,0.6378293473478241,0.7296659455592421,0.9444522543725189,0.8366297707615072,1.0,0.6362394021407496,0.8365222565386068,0.7394324666903229,0.7890752421389893,0.7392997916009795,0.6407463402335659,1
machine_cpu.csv,0.8807613666699563,0.9709526472474876,0.9709526472474876,0.8807613666699563,0.8807613666699563,1.0,0.9158510986226011,0.8869616033538198,0.9414102932719954,0.970158978987789,0.9087498976286308,0.8174098128433285,0.9059004694928294,0.8029256262684441,0.8362358492452105,0.9136958461487853,0.9443106442191223,0.8278907314856884,0.8731007026582815,0.7259236975519302,0.9113686799538745,0.9709526472474876,0.9113377356464116,0.8806758875411721,0.7912174033121099,0.9113686799538745,0.9136958461487853,0.970158978987789,0.8276567030656355,0.8869433280558601,0.9429201680672269,0.9716780396658592,0.8840316493855463,0.8806972736022544,0.849448465540586,0.9683289606060008,0.9059004694928294,0.8731007026582815,0.9087834820628256,0.9429293948640017,0.8896804414842223,0.9137244528875076,0.8276567030656355,0.8025338615766706,0.9709526472474876,1.0,0.9716780396658592,0.8896804414842223,0.9158510986226011,0.9709526472474876,0.915877624550119,0.915877624550119,0.849448465540586,0.9087834820628256,0.8806972736022544,0.8115458146766324,0.7191367445517465,0.8897482728908643,0.7912942453670475,0.8174443513270552,0.9113377356464116,0.9709526472474876,0.9709526472474876,0.9709526472474876,0.9716780396658592,0.9429293948640017,0.9429293948640017,0.7725888929414129,0.7972092450724572,0.9709526472474876,0.9113377356464116,0.7912174033121099,0.8537152970112492,0.8807613666699563,0.8446900952794272,0.7972092450724572,1.0,0.941420258677482,0.9379490652293931,0.9683289606060008,0.7912174033121099,0.8839724930326939,0.9113686799538745,0.8770739298288418,0.8840316493855463,0.8538172901272155,0.8538172901272155,0.8840316493855463,0.8770739298288418,0.849393034921041,0.970158978987789,0.8839527547899426,0.9709526472474876,1.0,0.9429201680672269,0.9136958461487853,0.9709526472474876,0.9716780396658592,0.9158510986226011,0.9429201680672269,1
ar4.csv,0.9363268348062654,1.0,0.8779081032702802,0.9401616749467142,1.0,1.0,0.9363268348062654,0.9363268348062654,0.9363268348062654,0.9363268348062654,0.9363268348062654,0.8779081032702802,1.0,1.0,0.8779081032702802,0.9363268348062654,0.8778162858268492,0.9363268348062654,1.0,0.8779081032702802,0.8779081032702802,0.8779081032702802,0.8779081032702802,0.9363268348062654,0.8778162858268492,0.9363268348062654,0.9363268348062654,0.9401616749467142,0.8779081032702802,1.0,1.0,1.0,0.9363268348062654,0.9363268348062654,1.0,1.0,1.0,1.0,1.0,1.0,0.8241227369129214,0.8241227369129214,1.0,1.0,0.9363268348062654,0.9401616749467142,0.9401616749467142,1.0,0.9363268348062654,0.8779081032702802,0.773833668258043,0.8332175483200553,0.8332175483200553,0.8779081032702802,0.8241227369129214,0.7739866821105018,0.9363268348062654,0.9363268348062654,0.8695266912031995,0.8128818687193323,0.9433367311600188,0.8241227369129214,1.0,1.0,0.9363268348062654,0.8778162858268492,0.8778162858268492,0.9363268348062654,0.8241227369129214,0.8241227369129214,0.8779081032702802,0.8238720998431589,0.9363268348062654,0.9363268348062654,0.8238720998431589,0.8779081032702802,0.9363268348062654,0.9363268348062654,1.0,0.9363268348062654,0.9363268348062654,1.0,1.0,0.9363268348062654,0.9363268348062654,1.0,1.0,1.0,0.9363268348062654,0.9363268348062654,1.0,0.9363268348062654,0.8695266912031995,0.7610055301786711,0.8847990369980713,0.8238720998431589,0.8779081032702802,1.0,1.0,0.9363268348062654,6
fruitfly.csv,0.7868308874135419,0.5741930095928196,0.5029703569010151,0.6763887993529973,0.6763865579797012,0.7584391452462063,0.5261651794378399,0.5989530254729347,0.5263379911484558,0.6498340901990598,0.6500253364472387,0.7868555873436269,0.7868284171056751,0.5989951154218817,0.5499490013236481,0.6242528345535016,0.5989581002371986,0.503062690573369,0.43639276451646586,0.5261967353426668,0.6500056617220961,0.7868348057154845,0.5029025575116414,0.48041291336276054,0.6242386703829875,0.6763797474626521,0.5262077789164094,0.5496391248577878,0.5987036697414003,0.573691851568554,0.3749001756907842,0.6243074792243767,0.5988812171496256,0.6500750262585245,0.5030132516481322,0.703124479530995,0.676412719768654,0.6501043860242589,0.4802805276462057,0.7584471890432124,0.6763714710054679,0.5742272628534921,0.650094133967499,0.7305745265957008,0.6242550366607741,0.5499292194102381,0.7032186713467042,0.5500066586762552,0.6243487524343759,0.7305749213502541,0.7032190666523523,0.5742823173903351,0.5029710851143661,0.5741932364537341,0.5499351541668559,0.6500642597765233,0.5989586344154396,0.6242340154931206,0.8451520194241307,0.7032321111479904,0.6242511829561083,0.5989002937434641,0.7032637294087501,0.9055453991468617,0.6764188824739796,0.7306071078969975,0.7032134532134532,0.6763714710054679,0.730567636148093,0.6763768593720343,0.6242956208797875,0.5499946729171106,0.5989951154218817,0.5499219656062594,0.5989680357195659,0.7032253123418312,0.6764005660534421,0.45808707233830015,0.4364255676199419,0.6763879803932773,0.6500709248196911,0.5497293245606729,0.5989750864084071,0.6242550366607741,0.5741857499159194,0.6763736263736264,0.6763865579797012,0.6500668698936035,0.5262286025405255,0.5742119516465936,0.502918913158587,0.5029884292016982,0.35488274681769905,0.48025948366193016,0.7305803042514568,0.6763973335286793,0.7584415584415585,0.574215524360033,0.6242433251575288,0.650075585538189,0
breastTumor.csv,0.8603049625257829,0.8336214686019607,0.8469100384949904,0.8469098348249764,0.8738039779386173,0.9712234934091818,0.8204393028995985,0.8874062007960277,0.8469101365581371,0.8603033242900628,0.8073546217363339,0.8336203208656279,0.8874060694950603,0.8073549835024146,0.9011135095193806,0.8204342154621685,0.833621181669362,0.8738031840895777,0.9149272037568517,0.8073585420269555,0.8336206870498922,0.9149268949569772,0.8204358346257029,0.807355267218886,0.8204359113066761,0.9149269736708836,0.8874071624275813,0.7943874290014188,0.9149262256500068,0.9428661350610729,0.9011142858719616,0.8204416474476334,0.8603045770620115,0.873803211035009,0.860303923145391,0.8603036546936375,0.8469093093035484,0.8204420603176765,0.7943891917726212,0.8336203208656279,0.8738033664891963,0.8874068462005562,0.9288436981041783,0.8738025104500526,0.901114139697721,0.8874060694950603,0.8469117734398056,0.8603054443525059,0.8738025104500526,0.8603045610009749,0.928844205324744,0.914926704925171,0.8738033664891963,0.8874059529883117,0.9288437635523996,0.9428657643915551,0.9428657643915551,0.9288438699055023,0.9011147032782476,0.9011147828611472,0.9288437635523996,0.8874072345492856,0.8874072345492856,0.873803211035009,0.9288442497354169,0.9428662401614281,0.8874042830317521,0.8204390738482267,0.8603039988623657,0.8874068184612587,0.8469114591411253,0.8336200831182649,0.8336214686019607,0.7687446776444445,0.807354518374347,0.8603039988623657,0.8738033664891963,0.9149270766042337,0.8469109537461412,0.8603054030532027,0.8874062525766068,0.8469103326840538,0.8874065614097852,0.9288438862674899,0.7943838729744211,0.8204348348177887,0.8603035866245103,0.8738029505620234,0.8874062088096919,0.9011139350530581,0.8204354364734429,0.8073557766407872,0.9011144352940721,0.8073563588339469,0.8204370644626451,0.8874063413432028,0.9011147032782476,0.8738035260884303,0.9011144076834987,0.8469105288094679,0
fri_c3_250_5.csv,0.6975036700877252,0.6830997111721807,0.7660928277218918,0.7116121672759903,0.7638732397974707,0.8186302819038026,0.7567166221531525,0.6826311613299673,0.8071024529069449,0.8395748658646018,0.6947389928909118,0.6685336297271237,0.6826625236506306,0.7115185610717847,0.7220827532300904,0.8169275089401135,0.7614919732078156,0.7920165528010026,0.7589683150544634,0.802290529367794,0.7662630031360168,0.7474317571813933,0.750774362222,0.7454876192597543,0.7221908332415503,0.7585189095917453,0.7756781645329044,0.74848316197607,0.6759087999906052,0.7223294792478243,0.7955598674891796,0.6970188602717502,0.6872875300435225,0.6900153786027932,0.7566512117220641,0.7285251999397505,0.7266582437661275,0.798489030194462,0.7144245593114547,0.8382578914567753,0.7739139429592949,0.6384743720123575,0.7661779874412902,0.7967202015069798,0.6937271655264917,0.6106264309024679,0.7299131067113994,0.6648372386425718,0.7141708501009949,0.7525857277930552,0.7115480621621882,0.6969731813082349,0.7451322387487976,0.7602850369583004,0.5192201203555891,0.5585751132382044,0.7525429408995532,0.7841700354655251,0.7393670318735782,0.6673949823032477,0.7211718189542172,0.7324821180560038,0.7585189095917453,0.68037981439784,0.6471120258653844,0.7148465575848305,0.7272981149660107,0.7721458241919189,0.7739139429592949,0.7721208675559421,0.6816307980692744,0.6527059782105001,0.709338892587396,0.7842858425526649,0.6837489336064081,0.6148184385785104,0.6898600337172524,0.7842215415805548,0.7047957590682707,0.7372898386053155,0.7526569588184913,0.7721458241919189,0.7348151016775323,0.7682171144024048,0.8055733111978431,0.6727868541182912,0.6529784443664944,0.7048667705233125,0.68479142630326,0.7095231891576143,0.6872334507253433,0.7284299146571921,0.7368549409813677,0.6551206225790133,0.8202387437399767,0.7305286333930716,0.6527743246814802,0.6159516282345486,0.6019088547293879,0.7170801270683436,0
fri_c1_250_25.csv,0.3188492100414984,0.32680719141313586,0.2432249921802787,0.2429882401507995,0.3384051578793796,0.3451990586093494,0.301863731609646,0.3671347780214939,0.25103927737289766,0.3199030521364182,0.2931087029877723,0.24303821638446163,0.3108831805074995,0.243218900878038,0.3551731435002845,0.33797110333513675,0.42775996033352687,0.3668135995197064,0.33797110333513675,0.35625317731714917,0.3658734490407061,0.3165434902629994,0.29291284289641795,0.31972439325380503,0.30062679220822025,0.34788182573611187,0.37696023782980304,0.2845952937942035,0.301968395370293,0.3384076655896475,0.3021130605323581,0.3770898660999569,0.3384484091201855,0.3567597100123562,0.4806840126155368,0.31057367426533605,0.3107129002209157,0.40590222089799605,0.5033124311398977,0.3575330258986952,0.31993775847214406,0.29251374516962536,0.32753279063229135,0.4280711941221137,0.41758658493667183,0.3865195793420898,0.31071561584905144,0.37695878692248164,0.3199063937581261,0.28457573116612916,0.3351873230657642,0.24283478219661334,0.2673299465217453,0.1895627511100061,0.3099510653969509,0.4043569689653516,0.2663475809511862,0.3106877241338347,0.3382459531287751,0.32693277040067786,0.404966702195441,0.3004128528696368,0.3379276091048146,0.2844695356290522,0.2510297589868006,0.3383491473963434,0.2505767778165653,0.2750701410815238,0.38424828896007507,0.32616459333740105,0.40712559286046945,0.3868168326809473,0.40640397970308856,0.2197190111511179,0.33840825563635957,0.2845049849075735,0.3929889655034131,0.36568883237841865,0.310321882731147,0.28441741881207244,0.31084329453122955,0.34785389291263386,0.2842519655771551,0.34763065671580295,0.3199706588292752,0.3019225699257883,0.3769232838930172,0.3867382417171906,0.34771933271663036,0.3383142610388614,0.31928806756473055,0.24176479628859654,0.36661830177974936,0.26742206894501347,0.3198895561435324,0.35745043865047027,0.35745043865047027,0.32891980611081245,0.3188822665025767,0.3109729397866816,0
