0.0,0.0,2.220446049250313e-16,6.661338147750939e-16,6.661338147750939e-16,8.881784197001252e-16,1.1102230246251565e-15,1.3322676295501878e-15,1.5543122344752192e-15,2.4424906541753444e-15
0.0,2.220446049250313e-16,7.771561172376096e-16,1.887379141862766e-15,1.887379141862766e-15,2.220446049250313e-15,3.497202527569243e-15,3.885780586188048e-15,4.9960036108132044e-15,5.6066262743570405e-15
0.0,1.1102230246251565e-16,8.326672684688674e-16,3.9968028886505635e-15,3.9968028886505635e-15,3.608224830031759e-15,5.051514762044462e-15,5.717648576819556e-15,7.438494264988549e-15,6.38378239159465e-15
0.0,0.0,3.0531133177191805e-16,4.163336342344337e-15,4.163336342344337e-15,2.8033131371785203e-15,4.385380947269368e-15,4.773959005888173e-15,6.356026815979021e-15,6.2450045135165055e-15
0.0,0.0,1.942890293094024e-16,3.941291737419306e-15,3.941291737419306e-15,2.3592239273284576e-15,2.6645352591003757e-15,4.551914400963142e-15,6.231126725708691e-15,6.217248937900877e-15
0.0,0.0,9.71445146547012e-17,3.747002708109903e-15,3.747002708109903e-15,1.970645868709653e-15,2.067790383364354e-15,4.045375145977914e-15,4.045375145977914e-15,4.045375145977914e-15
0.0,0.0,1.0061396160665481e-16,3.7539416020138106e-15,3.7539416020138106e-15,1.97758476261356e-15,1.97758476261356e-15,3.7539416020138106e-15,3.854555563620465e-15,3.854555563620465e-15
0.0,0.0,1.0061396160665481e-16,3.7539416020138106e-15,3.7539416020138106e-15,1.97758476261356e-15,1.97758476261356e-15,3.7539416020138106e-15,3.854555563620465e-15,3.854555563620465e-15
0.0,0.0,9.974659986866641e-17,3.752206878537834e-15,3.752206878537834e-15,1.9758500391375833e-15,1.9758500391375833e-15,3.752206878537834e-15,3.8519534784065e-15,3.8519534784065e-15
0.0,0.0,1.0018028073766061e-16,3.753074240275822e-15,3.753074240275822e-15,1.9767174008755717e-15,1.9767174008755717e-15,3.753074240275822e-15,3.853254521013483e-15,3.853254521013483e-15
0.0,0.0,9.996344030316351e-17,3.752640559406828e-15,3.752640559406828e-15,1.9762837200065775e-15,1.9762837200065775e-15,3.752640559406828e-15,3.8526039997099915e-15,3.8526039997099915e-15
0.0,0.0,9.996344030316351e-17,3.752640559406828e-15,3.752640559406828e-15,1.9762837200065775e-15,1.9762837200065775e-15,3.752640559406828e-15,3.8526039997099915e-15,3.8526039997099915e-15
0.0,0.0,1.0001765041178778e-16,5.529105819024327e-15,5.529105819024327e-15,5.529105819024327e-15,5.529105819024327e-15,5.529105819024327e-15,7.405480308836365e-15,7.405480308836365e-15
0.0,0.0,9.999054535747565e-17,3.752694769515452e-15,3.752694769515452e-15,1.9763379301152018e-15,1.9763379301152018e-15,3.752694769515452e-15,3.852685314872928e-15,3.852685314872928e-15
0.0,2.710505431213761e-20,2.0328790734103208e-19,5.329409331379653e-15,5.329409331379653e-15,4.336808689942018e-19,7.995991022080595e-19,5.330046300155988e-15,5.33000564257452e-15,5.329978537520208e-15
0.0,1.3552527156068805e-20,1.0164395367051604e-19,1.7765262459897013e-15,1.7765262459897013e-15,1.7765736798347476e-15,1.7767566389513545e-15,1.776844730377869e-15,7.105894919787886e-15,7.10588136726073e-15
